temperature,humidity,pm25,pm10,no2,so2,co,industrial_proximity,population_density,air_quality,timestamp,latitude,longitude
30.9,78.3,10.5,24.0,35.2,15.4,1.35,11.6,326,Moderate,2025-02-22 14:48:49.638632,40.71754890143624,-73.85975274704445
26.8,50.5,3.5,7.3,12.3,4.8,1.15,12.3,262,Good,2025-02-22 15:48:49.638632,40.7098185483583,-74.07994698959068
30.7,80.5,19.9,34.2,19.9,8.4,1.43,6.8,527,Moderate,2025-02-22 17:48:49.638632,40.64067628780435,-73.99854310110935
24.3,74.5,2.4,8.1,26.0,7.9,1.09,12.8,329,Good,2025-02-22 18:48:49.638632,40.8040824641615,-74.02878992608358
33.4,69.8,5.8,14.5,38.2,8.4,1.66,12.0,444,Poor,2025-02-22 19:48:49.638632,40.73173987135271,-74.03710136640372
36.9,100.0,23.1,34.7,37.4,24.3,2.3,2.7,726,Hazardous,2025-02-22 20:48:49.638632,40.77292072241431,-73.89515587368265
39.1,85.2,7.1,27.9,35.5,8.9,2.21,3.8,622,Poor,2025-02-22 21:48:49.638632,40.844836110339415,-73.98055918302802
26.1,73.1,65.9,69.0,30.2,11.2,1.6,5.7,529,Moderate,2025-02-22 22:48:49.638632,40.73483036195926,-74.24157166911067
23.4,67.7,55.9,57.8,20.9,6.9,0.93,11.2,364,Good,2025-02-22 23:48:49.638632,40.8161054260842,-73.97756340617636
28.3,64.4,5.8,11.8,20.5,4.0,0.98,11.6,485,Good,2025-02-23 00:48:49.638632,40.63245849699185,-73.98898101341803
29.3,79.8,3.9,13.9,21.9,6.4,1.72,7.0,337,Moderate,2025-02-23 01:48:49.638632,40.76165646931353,-73.9647128198034
21.9,69.6,7.1,9.6,24.7,2.6,1.11,12.7,423,Good,2025-02-23 02:48:49.638632,40.86559702397178,-73.92374330880722
32.5,75.0,55.6,61.0,29.6,9.7,1.7,5.8,455,Poor,2025-02-23 05:48:49.638632,40.650587564169456,-73.8901319946134
24.1,61.0,10.3,15.5,20.0,4.1,0.94,14.3,203,Good,2025-02-23 06:48:49.638632,40.687410082093194,-74.21095697494552
31.0,73.1,23.4,32.4,31.7,12.9,1.57,6.1,464,Moderate,2025-02-23 07:48:49.638632,40.48352367438035,-73.96724323760186
23.6,42.9,24.6,27.4,21.3,6.7,0.88,10.9,562,Good,2025-02-23 08:48:49.638632,40.71430157616234,-74.05838584989984
30.2,86.5,6.2,20.8,35.9,18.1,2.03,4.8,420,Poor,2025-02-23 09:48:49.638632,40.79083675152616,-73.96972078534135
19.7,42.8,13.1,20.8,21.3,3.5,0.96,11.3,452,Good,2025-02-23 10:48:49.638632,40.62868506124955,-73.90167251934416
28.8,82.8,25.1,43.8,25.7,25.7,1.85,4.2,623,Poor,2025-02-23 11:48:49.638632,40.71925788801119,-73.88890159311435
25.4,77.4,4.4,16.3,23.9,11.2,1.5,5.6,652,Moderate,2025-02-23 12:48:49.638632,40.64840103603695,-74.03035606162518
19.7,68.0,4.7,8.4,24.8,5.5,0.77,10.6,297,Good,2025-02-23 13:48:49.638632,40.62773097813128,-73.96525748286702
25.2,85.8,47.2,55.6,25.4,11.5,1.35,7.8,337,Moderate,2025-02-23 14:48:49.638632,40.526779948248574,-74.02498206052498
26.4,66.0,3.5,14.4,23.7,7.0,1.74,5.0,511,Moderate,2025-02-23 15:48:49.638632,40.592649244682015,-74.12067025629064
30.8,66.2,25.8,28.9,18.1,6.8,1.0,5.2,603,Moderate,2025-02-23 16:48:49.638632,40.6983253156608,-73.89518983168963
29.9,46.2,5.9,12.2,13.3,4.7,0.99,10.0,377,Good,2025-02-23 17:48:49.638632,40.665996007068394,-73.90236697354796
28.7,66.8,7.3,15.0,17.2,15.1,1.28,5.6,593,Moderate,2025-02-23 18:48:49.638632,40.81378394807924,-73.71868509819346
31.8,81.3,3.4,12.6,20.9,13.5,1.19,5.6,494,Moderate,2025-02-23 19:48:49.638632,40.872619790222494,-73.98377911283404
34.1,80.0,14.6,22.3,26.1,16.2,1.7,5.7,321,Moderate,2025-02-23 20:48:49.638632,40.736833301683,-74.06960889978531
27.4,79.5,27.5,31.7,31.0,11.2,1.35,5.3,367,Moderate,2025-02-23 21:48:49.638632,40.78304615286022,-74.12184927843433
31.0,42.0,8.4,12.3,15.1,7.3,0.88,11.8,594,Good,2025-02-23 22:48:49.638632,40.67482368554419,-74.04072494798737
30.4,60.3,11.3,11.9,24.9,3.7,1.44,6.7,635,Moderate,2025-02-24 00:48:49.638632,40.63377359524148,-73.94777185799263
21.9,74.0,14.4,19.4,17.5,4.3,1.07,10.1,483,Good,2025-02-24 01:48:49.638632,40.6789063590094,-74.02880764821224
24.4,53.9,8.0,13.3,17.0,5.3,0.84,10.8,335,Good,2025-02-24 02:48:49.638632,40.68475434500682,-74.06204194962969
32.8,71.6,23.3,30.3,23.4,16.8,1.75,7.4,632,Moderate,2025-02-24 03:48:49.638632,40.614069972028496,-74.11867080047455
32.6,69.9,5.7,14.7,11.3,6.9,0.99,10.6,536,Good,2025-02-24 04:48:49.638632,40.88667297525799,-73.98367275085816
18.5,54.2,11.8,19.9,12.9,5.5,1.14,10.1,314,Good,2025-02-24 05:48:49.638632,40.73483444787802,-73.87339347627278
23.2,72.9,29.3,39.3,20.6,7.2,1.36,5.4,299,Moderate,2025-02-24 07:48:49.638632,40.57392223059037,-74.03477360416788
35.2,80.2,13.2,19.1,36.4,21.5,1.69,4.7,546,Poor,2025-02-24 08:48:49.638632,40.64160194208993,-74.08594851895306
29.6,88.9,16.3,23.7,18.7,9.6,1.37,6.9,498,Moderate,2025-02-24 09:48:49.638632,40.748722498170665,-74.08258346774775
32.6,64.2,48.1,51.6,30.2,15.1,1.54,5.7,355,Moderate,2025-02-24 10:48:49.638632,40.679810257128,-73.96774601278052
36.5,90.3,5.1,31.6,27.9,10.5,2.12,5.1,630,Poor,2025-02-24 11:48:49.638632,40.59336573374406,-74.09245108990015
30.8,88.9,27.8,32.7,31.2,13.5,1.68,5.6,494,Moderate,2025-02-24 12:48:49.638632,40.614993970629996,-74.15597920905236
39.8,82.0,14.1,22.2,32.7,12.8,1.26,5.3,457,Moderate,2025-02-24 13:48:49.638632,40.614759515902655,-74.02912553988217
27.8,76.1,1.9,10.1,39.1,4.5,1.97,5.6,479,Moderate,2025-02-24 14:48:49.638632,40.7132573317021,-73.99637808576222
28.7,59.3,6.3,16.3,22.3,5.7,1.03,10.8,213,Good,2025-02-24 15:48:49.638632,40.8471154849217,-73.91122910828528
24.0,64.7,6.5,10.9,18.4,1.9,1.0,10.6,455,Good,2025-02-24 16:48:49.638632,40.74631822812471,-74.04272205309763
37.3,77.6,20.0,22.4,30.0,14.8,1.92,4.5,516,Poor,2025-02-24 17:48:49.638632,40.580016583545735,-74.12067679361441
31.7,70.0,8.4,19.9,24.7,9.8,1.35,6.7,438,Moderate,2025-02-24 18:48:49.638632,40.547783908864055,-74.11958993849886
38.2,59.2,3.9,19.5,23.6,10.1,1.39,13.5,648,Moderate,2025-02-24 19:48:49.638632,40.675250499024436,-74.15568462848312
32.8,74.0,10.1,15.5,26.7,5.7,0.85,11.2,199,Good,2025-02-24 20:48:49.638632,40.54984119834604,-74.03201947068823
28.6,84.4,17.7,33.8,34.3,21.7,2.42,4.0,712,Poor,2025-02-24 21:48:49.638632,40.785977386241804,-73.89983148643749
21.9,67.3,12.2,16.1,24.1,4.8,0.92,10.3,244,Good,2025-02-24 22:48:49.638632,40.60714949678234,-73.9796022002876
36.6,97.4,13.3,31.4,28.7,28.5,2.04,3.4,678,Poor,2025-02-24 23:48:49.638632,40.8741414538508,-73.91844087014599
34.1,76.7,3.5,10.5,21.9,3.9,1.23,10.4,299,Good,2025-02-25 00:48:49.638632,40.778408601612064,-74.06288626535947
29.7,81.9,2.8,12.1,34.9,14.3,1.69,5.4,464,Moderate,2025-02-25 01:48:49.638632,40.86253071689786,-73.94471278758704
38.9,61.8,28.1,52.2,48.8,22.7,2.19,5.6,538,Poor,2025-02-25 02:48:49.638632,40.78383659406159,-74.12646204962527
24.3,77.6,16.9,29.0,34.7,8.9,1.22,9.0,316,Moderate,2025-02-25 03:48:49.638632,40.7602309196471,-74.02184564475394
24.5,70.4,2.2,9.0,10.9,5.1,0.94,14.6,228,Good,2025-02-25 04:48:49.638632,40.64948003468411,-74.11163473232659
28.1,67.7,26.4,34.1,22.8,4.9,0.86,13.6,238,Good,2025-02-25 05:48:49.638632,40.653063117581915,-73.84244196955291
25.9,63.5,15.9,23.5,29.6,11.2,1.44,6.0,394,Moderate,2025-02-25 06:48:49.638632,40.57190312600901,-73.97557005556507
24.8,78.7,17.4,21.7,24.2,3.4,0.74,12.6,580,Good,2025-02-25 07:48:49.638632,40.85304649425073,-74.06678562831866
30.3,52.8,2.9,12.3,20.8,6.1,1.12,5.2,642,Moderate,2025-02-25 08:48:49.638632,40.50474366167252,-74.03038291901422
28.5,63.1,7.0,11.9,31.0,11.7,1.28,7.6,663,Moderate,2025-02-25 09:48:49.638632,40.567926849349426,-73.98418431339256
29.9,45.5,6.8,14.3,19.4,9.4,0.98,11.5,536,Good,2025-02-25 10:48:49.638632,40.939065239094234,-74.11129684093709
25.7,68.7,12.4,16.9,10.0,6.0,1.24,10.3,470,Good,2025-02-25 11:48:49.638632,40.67956526691521,-74.00686723205195
34.9,78.5,2.8,19.1,29.1,17.8,1.47,6.0,534,Moderate,2025-02-25 12:48:49.638632,40.641727036308275,-73.81217652692784
25.1,51.5,5.2,14.8,27.3,8.4,1.7,8.8,551,Moderate,2025-02-25 13:48:49.638632,40.59555162282964,-73.97436099487678
29.5,60.6,1.0,18.5,26.1,7.5,1.55,8.9,438,Moderate,2025-02-25 14:48:49.638632,40.7203904379282,-74.0736754926161
23.1,77.7,5.6,11.8,21.2,4.5,0.9,10.5,385,Good,2025-02-25 17:48:49.638632,40.569034606033796,-73.9561990721855
27.6,69.8,16.8,30.0,27.7,8.9,1.74,12.2,564,Moderate,2025-02-25 18:48:49.638632,40.521274278903206,-74.12349504202508
31.8,49.6,35.1,41.7,13.8,0.6,1.17,10.1,428,Good,2025-02-25 19:48:49.638632,40.698321911889224,-74.0136905178368
27.4,52.2,14.5,18.2,12.9,2.5,1.13,11.1,560,Good,2025-02-25 20:48:49.638632,40.671274768000806,-74.03934683501859
28.4,73.5,11.6,33.0,37.6,20.2,1.56,7.7,642,Poor,2025-02-25 21:48:49.638632,40.52826805520515,-74.0253875205504
40.4,100.0,40.1,55.1,29.8,2.7,2.18,4.1,446,Poor,2025-02-25 23:48:49.638632,40.82908397231816,-74.17679676034427
25.2,62.9,4.1,12.3,27.6,8.4,1.03,10.9,276,Good,2025-02-26 00:48:49.638632,40.67020338868651,-74.15340521368668
31.3,80.6,19.6,32.6,31.8,3.6,2.53,3.3,662,Poor,2025-02-26 01:48:49.638632,40.80629259753043,-74.00759975787322
38.2,69.1,37.4,49.4,21.7,10.0,1.82,5.1,540,Moderate,2025-02-26 02:48:49.638632,40.822371639553964,-74.1802636842667
28.4,86.1,10.8,26.9,26.7,10.8,1.26,5.5,674,Moderate,2025-02-26 04:48:49.638632,40.68940221230829,-74.07392788607326
26.8,65.2,9.7,15.8,13.4,7.7,0.81,12.8,282,Good,2025-02-26 05:48:49.638632,40.775368945992554,-73.95667395562006
33.3,92.2,5.0,25.3,29.8,19.7,1.41,3.9,494,Poor,2025-02-26 06:48:49.638632,40.90157246201752,-73.83817526434106
34.3,77.6,6.9,14.1,29.1,17.0,1.87,5.4,694,Poor,2025-02-26 07:48:49.638632,40.73629482921667,-73.90778308257065
25.1,61.9,10.8,17.0,13.3,1.1,0.87,10.7,401,Good,2025-02-26 08:48:49.638632,40.9342413211664,-73.98634829079106
35.1,81.6,1.7,11.2,35.3,15.5,1.72,16.6,438,Poor,2025-02-26 09:48:49.638632,40.83228973860163,-74.01500417311766
26.0,85.9,0.6,12.5,25.0,6.1,2.0,6.5,544,Moderate,2025-02-26 10:48:49.638632,40.384870631508136,-74.0909615318835
33.2,92.5,20.0,35.6,37.4,6.9,1.62,4.1,655,Poor,2025-02-26 11:48:49.638632,40.55115017390283,-74.02830364635936
26.3,70.5,5.7,18.9,31.5,11.7,1.24,5.4,645,Moderate,2025-02-26 12:48:49.638632,40.72846616910966,-74.00282150472208
33.9,78.3,16.5,31.2,30.4,19.8,1.73,4.0,411,Poor,2025-02-26 13:48:49.638632,40.71830520451279,-73.99660422442656
36.3,60.8,19.8,29.7,22.1,14.6,1.27,16.3,495,Moderate,2025-02-26 15:48:49.638632,40.807886049154,-74.08691877912803
27.6,44.8,9.8,10.1,19.2,4.9,1.01,10.8,407,Good,2025-02-26 16:48:49.638632,40.76090462740184,-73.98832853424793
27.2,53.8,37.7,44.2,18.2,4.6,0.89,13.7,197,Good,2025-02-26 17:48:49.638632,40.694735051851026,-73.89260390249108
24.9,76.0,32.1,41.6,16.2,17.7,1.49,6.0,612,Moderate,2025-02-26 19:48:49.638632,40.841289288054874,-73.96559813276616
32.6,87.0,13.2,31.4,27.2,14.7,1.61,6.1,331,Moderate,2025-02-26 20:48:49.638632,40.85935815171511,-74.09681158977098
24.7,79.4,36.3,47.9,21.0,9.9,1.67,10.3,549,Moderate,2025-02-26 21:48:49.638632,40.79303178356507,-73.95854397972897
33.7,57.2,20.3,33.5,27.5,15.6,1.74,5.3,531,Moderate,2025-02-26 22:48:49.638632,40.824100796625814,-73.82740072767557
20.3,64.8,37.3,42.7,21.4,3.2,1.03,10.0,335,Good,2025-02-26 23:48:49.638632,40.85379908498578,-74.13267265014161
39.0,89.4,55.3,80.7,45.1,6.7,1.83,9.2,792,Poor,2025-02-27 00:48:49.638632,40.51858752141645,-73.98784610389711
32.7,88.6,21.4,45.0,28.7,11.7,1.96,6.0,482,Poor,2025-02-27 01:48:49.638632,40.681298928710845,-73.87943598686567
26.6,75.1,18.7,32.7,31.1,19.6,1.73,6.8,415,Moderate,2025-02-27 02:48:49.638632,40.794242402614884,-74.10354665639623
20.1,66.0,1.0,3.5,17.0,2.6,1.02,10.6,573,Good,2025-02-27 03:48:49.638632,40.85482608964093,-73.97073526388381
35.7,80.2,35.0,45.9,32.0,9.3,1.59,5.5,531,Moderate,2025-02-27 04:48:49.638632,40.70985903594472,-74.1993542730467
17.0,78.5,19.2,23.3,14.8,0.6,1.07,13.0,501,Good,2025-02-27 05:48:49.638632,40.63155035196173,-74.01990818559528
31.0,66.8,8.7,16.8,25.0,22.1,1.4,5.9,798,Poor,2025-02-27 06:48:49.638632,40.61891897372778,-74.00326523354468
24.5,63.2,2.0,8.7,22.9,5.0,1.07,12.3,561,Good,2025-02-27 07:48:49.638632,40.718935177784815,-73.85718525903474
24.3,62.7,6.6,15.4,22.5,10.9,0.92,10.4,437,Good,2025-02-27 08:48:49.638632,40.65889901083192,-74.06421578587397
21.5,65.3,13.8,19.2,12.5,5.7,1.05,11.2,230,Good,2025-02-27 09:48:49.638632,40.69010599077945,-74.11289795042052
46.1,100.0,56.5,70.0,22.8,25.6,2.41,6.8,524,Hazardous,2025-02-27 10:48:49.638632,40.578082669060535,-73.8995298709713
33.7,82.4,2.1,9.9,26.7,15.0,1.51,8.8,407,Moderate,2025-02-27 11:48:49.638632,40.630114992636344,-73.99547295351911
39.3,92.3,16.0,36.1,51.6,23.9,2.3,7.3,476,Hazardous,2025-02-27 12:48:49.638632,40.678812011708324,-74.12752586186244
32.7,63.2,34.4,39.6,28.8,11.0,1.54,7.2,296,Moderate,2025-02-27 13:48:49.638632,40.84135751556138,-73.91428811518666
27.7,51.1,16.1,20.2,26.0,6.0,0.99,10.6,562,Good,2025-02-27 15:48:49.638632,40.84100185561035,-73.89613987590059
27.4,82.9,13.2,31.2,25.9,9.7,1.23,6.0,539,Moderate,2025-02-27 16:48:49.638632,40.73518306626941,-74.12905559702223
31.8,90.8,11.0,19.1,35.1,8.3,2.1,4.2,513,Poor,2025-02-27 17:48:49.638632,40.81738725896305,-74.04310524103677
24.6,46.5,2.7,9.2,18.4,3.8,1.09,10.2,296,Good,2025-02-27 18:48:49.638632,40.61687625484293,-73.90252247928183
28.2,39.4,6.3,11.6,26.2,7.1,0.92,15.2,289,Good,2025-02-27 19:48:49.638632,40.719546784267685,-74.01283795359167
35.7,94.8,13.5,38.4,33.2,11.0,1.65,3.9,749,Poor,2025-02-27 20:48:49.638632,40.760448581521146,-73.83545879787198
26.2,63.2,12.7,26.2,27.1,14.3,1.92,5.8,509,Moderate,2025-02-27 21:48:49.638632,40.69441407086321,-74.04861309631865
32.1,80.3,13.7,28.6,37.0,14.9,1.76,4.7,807,Poor,2025-02-27 22:48:49.638632,40.7424190781111,-74.04985412106937
22.8,73.0,0.6,5.4,24.1,4.2,0.87,10.6,381,Good,2025-02-27 23:48:49.638632,40.77436268074861,-74.20808149869251
24.9,83.1,24.5,34.6,18.7,9.8,1.58,7.5,529,Moderate,2025-02-28 00:48:49.638632,40.72216000246442,-74.12981355797874
25.9,79.1,16.3,22.0,18.4,2.7,0.9,10.3,387,Good,2025-02-28 01:48:49.638632,40.66226777090652,-73.98105134932266
44.5,79.6,41.4,53.1,38.4,21.8,2.44,4.7,837,Hazardous,2025-02-28 02:48:49.638632,40.830077683982395,-74.05477525936544
44.3,59.3,6.0,17.3,28.9,10.5,1.79,5.1,643,Poor,2025-02-28 03:48:49.638632,40.822702530644804,-74.09139361798472
26.2,51.7,3.5,9.0,27.6,5.7,0.98,10.1,542,Good,2025-02-28 04:48:49.638632,40.54029202357533,-74.05916596425546
31.5,51.8,30.4,41.3,28.9,10.9,1.34,5.6,565,Moderate,2025-02-28 05:48:49.638632,40.783106837688074,-73.98342786005693
35.4,100.0,47.7,61.2,49.3,24.2,2.36,5.2,662,Hazardous,2025-02-28 06:48:49.638632,40.70122968426452,-74.18556110895632
31.7,58.9,36.2,39.9,20.5,5.7,0.94,14.0,565,Good,2025-02-28 08:48:49.638632,40.738300507818536,-74.03405305409915
28.5,58.2,1.5,9.5,17.1,4.8,0.83,10.7,376,Good,2025-02-28 09:48:49.638632,40.70626244982383,-73.86625012808038
34.1,53.4,31.9,44.3,28.7,16.6,1.54,7.5,622,Moderate,2025-02-28 10:48:49.638632,40.70408939121838,-74.0418576234964
18.9,84.5,7.7,23.8,37.2,16.1,1.76,5.1,691,Poor,2025-02-28 11:48:49.638632,40.52549407700473,-74.0273706220336
25.4,72.7,11.9,15.3,20.6,8.3,1.46,6.8,503,Moderate,2025-02-28 12:48:49.638632,40.68587684299084,-73.95823079225357
29.1,65.7,1.2,5.7,25.5,5.5,0.95,11.3,576,Good,2025-02-28 13:48:49.638632,40.76302021083662,-73.88252711213714
25.8,52.3,35.6,56.7,28.9,6.9,1.2,5.4,535,Moderate,2025-02-28 15:48:49.638632,40.65777924998342,-73.97688692361369
35.2,82.6,24.9,43.4,36.3,8.1,1.99,5.7,419,Poor,2025-02-28 16:48:49.638632,40.84990672506686,-73.88274136913721
34.3,81.2,32.2,47.1,31.7,16.5,1.71,3.9,507,Poor,2025-02-28 17:48:49.638632,40.58869312979647,-73.94402547169592
32.6,58.9,30.8,38.8,30.9,17.5,1.85,4.9,448,Poor,2025-02-28 18:48:49.638632,40.7750558946801,-74.18862189910034
24.4,48.1,21.9,29.7,11.1,12.7,0.97,10.6,572,Good,2025-02-28 19:48:49.638632,40.61848758384062,-73.786780162979
21.5,54.4,24.5,28.6,17.8,5.5,0.91,10.9,289,Good,2025-02-28 20:48:49.638632,40.63442983634602,-74.03859906869667
30.3,84.5,14.1,28.8,31.1,21.1,1.42,12.1,506,Moderate,2025-02-28 21:48:49.638632,40.62809634047895,-74.02726708813411
23.4,60.7,9.9,14.5,22.3,4.9,0.9,13.2,329,Good,2025-02-28 22:48:49.638632,40.64146117169545,-74.07610828350838
29.4,72.4,4.1,7.5,27.6,3.8,1.58,3.6,629,Poor,2025-02-28 23:48:49.638632,40.764827652856624,-73.9846870030921
23.1,67.4,11.5,26.7,18.0,10.9,1.83,6.5,332,Moderate,2025-03-01 00:48:49.638632,40.71983947271965,-74.08087332511904
23.6,51.9,11.0,13.6,27.9,4.3,1.2,12.1,474,Good,2025-03-01 01:48:49.638632,40.75026274729453,-73.73659797124856
27.5,88.9,40.1,68.0,32.1,13.8,2.25,4.8,413,Poor,2025-03-01 03:48:49.638632,40.68797921663142,-73.79886586737672
33.1,80.3,2.6,8.1,29.5,16.8,1.37,5.3,584,Moderate,2025-03-01 04:48:49.638632,40.70263847343937,-73.90715254549522
32.3,63.1,3.0,12.2,18.1,12.3,1.36,10.4,314,Moderate,2025-03-01 05:48:49.638632,40.73820476918264,-74.04454202129999
27.4,67.5,32.7,40.7,21.2,4.6,1.57,6.8,458,Moderate,2025-03-01 06:48:49.638632,40.72375672038476,-73.82396501939336
26.9,45.5,15.2,19.5,13.8,6.2,0.91,11.5,239,Good,2025-03-01 07:48:49.638632,40.78633440738275,-73.97305621256126
21.0,90.0,57.9,74.0,19.4,17.1,1.93,3.7,498,Poor,2025-03-01 08:48:49.638632,40.72981322309481,-73.9337046781101
37.0,59.3,20.7,31.3,25.3,8.6,1.22,7.5,430,Moderate,2025-03-01 09:48:49.638632,40.6934124616086,-73.85566672423485
23.5,66.6,13.7,20.0,20.2,5.9,0.77,11.3,347,Good,2025-03-01 10:48:49.638632,40.79602009592366,-73.9932891640357
27.0,45.8,1.7,6.0,13.0,6.9,0.92,10.9,233,Good,2025-03-01 11:48:49.638632,40.770011073867806,-73.89146242939856
22.3,74.3,6.5,10.9,20.7,7.6,0.92,13.0,210,Good,2025-03-01 12:48:49.638632,40.94532716097298,-73.93163028293922
33.7,98.2,51.8,64.9,35.3,8.9,2.29,6.4,685,Poor,2025-03-01 13:48:49.638632,40.773685799197054,-73.88619015539419
24.0,57.3,0.0,4.7,28.2,5.7,0.89,10.9,442,Good,2025-03-01 15:48:49.638632,40.65970181505141,-74.03727325610349
22.7,69.7,9.6,24.8,32.8,14.1,1.45,5.2,607,Moderate,2025-03-01 16:48:49.638632,40.73449358660396,-74.02826770127693
38.6,80.8,52.5,73.9,38.4,27.2,2.16,4.2,707,Poor,2025-03-01 17:48:49.638632,40.74036610624762,-74.02848458463758
24.3,67.2,7.3,11.5,24.4,4.0,1.14,11.3,277,Good,2025-03-01 18:48:49.638632,40.58687660129225,-73.93657588413843
39.3,67.4,12.1,19.7,22.3,7.5,1.75,5.1,514,Moderate,2025-03-01 20:48:49.638632,40.573833837414284,-73.88368763628974
27.7,76.3,12.7,17.5,24.9,7.8,1.02,11.5,536,Good,2025-03-01 21:48:49.638632,40.61897661312505,-73.81478831683945
36.3,71.7,3.7,10.5,27.1,6.6,1.29,5.6,488,Moderate,2025-03-01 22:48:49.638632,40.678261392244224,-73.9618694347523
27.1,50.4,45.6,51.1,14.3,6.4,1.1,10.3,371,Good,2025-03-01 23:48:49.638632,40.69848809986899,-73.96850239550291
29.2,60.8,28.6,47.1,32.4,25.0,1.41,4.9,611,Poor,2025-03-02 00:48:49.638632,40.61529765526789,-73.95229152890049
27.7,54.0,17.6,23.2,24.6,11.1,1.27,7.8,638,Moderate,2025-03-02 01:48:49.638632,40.64618566550259,-74.05694878067192
27.1,100.0,8.8,6.7,44.8,28.1,2.34,2.8,645,Hazardous,2025-03-02 02:48:49.638632,40.46983793068467,-74.0916811983179
24.1,43.5,0.0,5.1,13.8,5.2,0.91,11.8,399,Good,2025-03-02 03:48:49.638632,40.83298529096003,-73.98080244689956
31.2,75.2,56.6,62.7,23.7,15.6,1.4,5.8,480,Moderate,2025-03-02 04:48:49.638632,40.55982306863281,-73.94327990284177
33.2,76.0,78.8,87.1,27.7,13.1,1.36,9.0,679,Moderate,2025-03-02 05:48:49.638632,40.92729347875076,-74.13218116221903
31.8,100.0,18.7,34.3,32.8,19.2,2.79,4.1,670,Hazardous,2025-03-02 06:48:49.638632,40.50052184852538,-73.95244934230739
31.6,55.9,22.2,30.6,22.9,8.2,1.46,6.4,581,Moderate,2025-03-02 07:48:49.638632,40.68641081083326,-73.8846890533834
24.1,70.9,5.0,9.7,17.4,2.2,0.97,13.7,366,Good,2025-03-02 08:48:49.638632,40.65794240563511,-73.82208318382406
40.1,61.7,2.3,17.0,31.4,21.5,2.13,4.8,788,Poor,2025-03-02 09:48:49.638632,40.779953631690354,-74.04142505092662
22.0,69.7,32.0,34.7,28.9,3.8,1.21,10.6,239,Good,2025-03-02 10:48:49.638632,40.81490533666677,-74.07368137038874
27.8,94.0,44.7,59.3,29.8,12.5,1.46,5.7,687,Moderate,2025-03-02 12:48:49.638632,40.75492502690177,-74.03637341726964
31.1,75.3,1.5,4.9,21.1,2.0,1.14,10.5,337,Good,2025-03-02 13:48:49.638632,40.54275005644953,-73.9840377968913
16.4,46.2,16.8,20.2,16.0,1.6,0.8,14.4,189,Good,2025-03-02 14:48:49.638632,40.54911407739245,-74.11047773276493
40.9,81.8,0.7,15.7,27.7,17.9,1.82,5.9,577,Poor,2025-03-02 15:48:49.638632,40.718205042849114,-74.11834351484212
24.2,58.2,35.6,39.3,16.7,5.0,0.92,10.6,360,Good,2025-03-02 16:48:49.638632,40.661523387528774,-74.01780291287588
38.3,86.8,38.0,50.8,22.5,7.1,1.41,5.4,311,Moderate,2025-03-02 17:48:49.638632,40.688372898028554,-74.14939392341114
30.7,76.4,13.8,18.9,23.5,2.8,0.9,12.9,302,Good,2025-03-02 18:48:49.638632,40.713356841195846,-74.06643309743968
26.7,56.9,5.8,10.7,17.3,5.7,0.83,10.9,257,Good,2025-03-02 19:48:49.638632,40.753369975626626,-74.04133257807365
25.9,44.8,1.7,7.4,24.4,6.4,0.97,10.4,574,Good,2025-03-02 20:48:49.638632,40.622441405145416,-73.93749818795204
41.3,82.5,51.7,59.3,29.5,8.0,1.61,5.3,479,Moderate,2025-03-02 21:48:49.638632,40.74962227392054,-73.91925569617051
24.1,67.6,2.9,8.9,10.8,4.4,0.96,12.4,480,Good,2025-03-02 22:48:49.638632,40.7811400752345,-73.86785213602006
28.4,38.8,1.8,8.4,10.5,5.6,0.99,12.5,560,Good,2025-03-02 23:48:49.638632,40.637359766656296,-74.09949002589856
26.4,58.4,10.6,15.2,26.4,6.8,1.0,10.0,350,Good,2025-03-03 00:48:49.638632,40.685530319035124,-74.05302275984555
20.9,50.7,0.7,7.2,11.5,3.2,0.82,12.2,298,Good,2025-03-03 01:48:49.638632,40.71359282502203,-74.11805019206635
36.2,95.0,9.8,31.8,34.3,24.1,2.12,6.9,681,Poor,2025-03-03 02:48:49.638632,40.73767762659054,-74.00176041093702
28.5,66.5,42.6,52.4,23.2,9.6,1.63,7.9,463,Moderate,2025-03-03 03:48:49.638632,40.52588746655944,-73.93555312164011
29.7,75.5,27.5,33.0,23.8,8.2,1.32,7.3,554,Moderate,2025-03-03 04:48:49.638632,40.861858226666286,-74.07538294407182
26.8,60.5,1.3,9.1,16.4,4.6,0.94,11.5,359,Good,2025-03-03 05:48:49.638632,40.895856961761154,-74.01076407514263
20.5,56.2,3.8,10.4,12.3,3.1,0.98,14.5,459,Good,2025-03-03 06:48:49.638632,40.763852357911674,-74.07865397462162
32.0,71.7,7.6,19.2,22.9,10.4,1.28,5.4,560,Moderate,2025-03-03 07:48:49.638632,40.76582830392656,-74.13059480388439
23.9,56.6,43.9,53.1,16.5,7.1,1.13,10.8,520,Good,2025-03-03 08:48:49.638632,40.626015923996,-74.02700543918671
33.6,46.6,4.1,9.1,21.0,5.8,0.92,13.8,204,Good,2025-03-03 09:48:49.638632,40.658953482407675,-73.83331784972223
33.1,69.0,6.8,15.0,36.9,15.0,1.55,3.7,712,Poor,2025-03-03 10:48:49.638632,40.7512968701623,-74.04986244229568
24.0,45.4,0.8,6.6,13.5,5.0,1.11,12.1,603,Good,2025-03-03 11:48:49.638632,40.6403187699392,-74.16896747448595
